text,label_name,label,id,labels,single_label
red exclamation mark red exclamation mark red exclamation mark guess breast cancer appreciate red heart stop sunday excuse stop act like ungodly maybe fall tiny presentable bra day bra day bra day,['news_&_social_concern'],[0 0 0 0 1 0],1183402190137974784,['news_&_social_concern'],news_&_social_concern
jesse attempt escape free walter white recap el camino movie plenty easter egg reveal needless spoiler ahead break bad,['film_tv_&_video'],[0 0 1 0 0 0],1183404526595969024,['film_tv_&_video'],film_tv_&_video
confirm bharaate hogey ne oure olle film maadi sir nodokinna munche ne helbahudu bharaate bad movie trailer prove forget go flop spree make routine movie life sho bad movie,['film_tv_&_video'],[0 0 1 0 0 0],1183404553770696704,['film_tv_&_video'],film_tv_&_video
breast cancer walk dozen survivor hundred family member friend gather winter place park saturday walk awareness host woman support woman,['news_&_social_concern'],[0 0 0 0 1 0],1183406403723153410,['news_&_social_concern'],news_&_social_concern
scholar sunday insightful groundedtheory study scholar offer african american woman insight breast cancer awareness message intend effect,['news_&_social_concern'],[0 0 0 0 1 0],1183406795945119744,['news_&_social_concern'],news_&_social_concern
breast cancer awareness month day secondary breast cancer awareness day thank cancer breastcancernow brilliant explanation secondary breast cancer,['news_&_social_concern'],[0 0 0 0 1 0],1183406888471420928,['news_&_social_concern'],news_&_social_concern
california introduce st toll free statewide mental health line ahead world mental health day,['news_&_social_concern'],[0 0 0 0 1 0],1183411528935997440,['news_&_social_concern'],news_&_social_concern
pls awareness raise postrate cancer kill man large scale breast cancer let join hand eradicate postrate cancer noboxersday,['news_&_social_concern'],[0 0 0 0 1 0],1183438370833338368,['news_&_social_concern'],news_&_social_concern
good rapper roll loud nyc trillavelli perform vlone runtz fan go roll loud nyc weekend light rolling loud roll loud ny casanova gz donq popsmoke sheffg new,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1183438524122570754,['celebrity_&_pop_culture' 'music'],music
finally get new break bad movie el camino night theater loyal friend guy tear,['diaries_&_daily_life' 'film_tv_&_video'],[0 1 1 0 0 0],1183438709020090371,['diaries_&_daily_life' 'film_tv_&_video'],film_tv_&_video
brown seahawks francisco beat brown bum respect francisco,['sports'],[0 0 0 0 0 1],1183439014902161409,['sports'],sports
watch break bad year see see well saul necessary watch well saul watch break bad movie,['diaries_&_daily_life' 'film_tv_&_video'],[0 1 1 0 0 0],1183439065603100672,['diaries_&_daily_life' 'film_tv_&_video'],film_tv_&_video
pat mc mahon turn cure breast cancer walk dickman farm auburn,['news_&_social_concern'],[0 0 0 0 1 0],1183440660596248576,['news_&_social_concern'],news_&_social_concern
not help wonder jinx seahawks like mariner,['sports'],[0 0 0 0 0 1],1183440840871440384,['sports'],sports
seahawk take control game ref right sport brown,['sports'],[0 0 0 0 0 1],1183466557688700933,['sports'],sports
later tonight live stream youtube channel surely talk happen early game brown vs late game brown think seahawks come weak tighten,['diaries_&_daily_life' 'sports'],[0 1 0 0 0 1],1183466916632883200,['diaries_&_daily_life' 'sports'],sports
associate bra breast cancer awareness wear bra predispose woman breast cancer,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1183466927026573318,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
seahawks player flag remove helmet cl evs sea,['sports'],[0 0 0 0 0 1],1183467470763560971,['sports'],sports
dear not destroy classic el camino break bad movie break bad fan,['film_tv_&_video'],[0 0 1 0 0 0],1183469410994012163,['film_tv_&_video'],film_tv_&_video
ref win seahawks brown lose season ref,['sports'],[0 0 0 0 0 1],1183470937523544070,['sports'],sports
definitely agree comic writer fan bros joker isn bad movie classic pastiche far superior film anchor amazing performance joaquin phoenix,['celebrity_&_pop_culture' 'film_tv_&_video'],[1 0 1 0 0 0],1183491906480889856,['celebrity_&_pop_culture' 'film_tv_&_video'],film_tv_&_video
takeaway brown loss seahawks,['sports'],[0 0 0 0 0 1],1183495133246812161,['sports'],sports
pop mythology review long await movie el camino break bad movie el camino break bad el camino movie el camino break bad movie,['film_tv_&_video'],[0 0 1 0 0 0],1183495468359307264,['film_tv_&_video'],film_tv_&_video
watch break bad time pleasantly surprised pop miss jessica jones happy screen,['celebrity_&_pop_culture' 'film_tv_&_video'],[1 0 1 0 0 0],1183496034946899968,['celebrity_&_pop_culture' 'film_tv_&_video'],film_tv_&_video
postpone schoolwork stream light deserve raise,['celebrity_&_pop_culture' 'diaries_&_daily_life' 'music'],[1 1 0 1 0 0],1183496486543331328,['celebrity_&_pop_culture' 'diaries_&_daily_life' 'music'],music
look tweet today think seahawks bad,['sports'],[0 0 0 0 0 1],1183499951831052288,['sports'],sports
el camino break bad movie,['film_tv_&_video'],[0 0 1 0 0 0],1183519558931537921,['film_tv_&_video'],film_tv_&_video
coolidge corner theatre corner el camino break bad movie brookline ma,['diaries_&_daily_life' 'film_tv_&_video'],[0 1 1 0 0 0],1183520022485975051,['diaries_&_daily_life' 'film_tv_&_video'],film_tv_&_video
travis scott injure knee epic fall stage roll loud nyc,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1183523083887484928,['celebrity_&_pop_culture' 'music'],music
check add closet poshmark break bad shirt shopmycloset,['diaries_&_daily_life' 'film_tv_&_video'],[0 1 1 0 0 0],1183524248574296065,['diaries_&_daily_life' 'film_tv_&_video'],fashion_&_style
day ago seahawks squeak win ram day ago francisco dominate brown today seahawk barely win brown niner erase ram offense time prepare excuse national medium find week,['sports'],[0 0 0 0 0 1],1183524879653470208,['sports'],sports
pink ribbon bead crystal charm bracelet breast cancer aware ramonahall,['news_&_social_concern'],[0 0 0 0 1 0],1183530667562287104,['news_&_social_concern'],news_&_social_concern
lady need haircut salon have haircut today open majority proceed breast cancer research,['news_&_social_concern'],[0 0 0 0 1 0],1183532478188797952,['news_&_social_concern'],news_&_social_concern
monday binge fractured filmed highly predictable skip worthy el camino resolve post break bad slow unnecessary fan enjoy world wanted animal totally didn know pangolin,['diaries_&_daily_life' 'film_tv_&_video'],[0 1 1 0 0 0],1183912869060067328,['diaries_&_daily_life' 'film_tv_&_video'],film_tv_&_video
sweep world series inne barrage propel nat past cardinal game story clincher,['sports'],[0 0 0 0 0 1],1184458931449597952,['sports'],sports
listen vpn morning host share horrifying statistic commit suicide world mental health big issue need critical attention check friend relative neighbor today se savior,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1185440223032991745,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
nuovanestra villain month day dream bed dream breathe fire alight face world clann hold,['diaries_&_daily_life' 'film_tv_&_video' 'music'],[0 1 1 1 0 0],1185735154330943488,['diaries_&_daily_life' 'film_tv_&_video' 'music'],music
earn beer world level badge,['diaries_&_daily_life'],[0 1 0 0 0 0],1185735266042105857,['diaries_&_daily_life'],diaries_&_daily_life
greeting request hear dope song world right aka right bts feat request live bt,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1185735380542214145,['celebrity_&_pop_culture' 'music'],music
great job fam sell sexy sweetest day detroit aretha jazz,['diaries_&_daily_life' 'music'],[0 1 0 1 0 0],1185735610251776001,['diaries_&_daily_life' 'music'],music
hi request bts conquer world right help celebrate play right bts feat tonight request live,['music'],[0 0 0 1 0 0],1185735781303734274,['music'],music
afrobeat rise unify world kill stage star starboyfest arena london,['music'],[0 0 0 1 0 0],1185736141900664832,['music'],music
fine stop request right bts ft request live arm ys world hear request live bt,['music'],[0 0 0 1 0 0],1185736241775431680,['music'],music
hi request bts conquer world right pls help celebrate play right bts feat tonight request live star bt,['music'],[0 0 0 1 0 0],1185736741543538688,['music'],music
lose tryna find answer world go crazy day night time request alarm clock hear right bts feat request live tonight request bt,['music'],[0 0 0 1 0 0],1185736846271107072,['music'],music
hi thank commit ratify labour convention violence harassment world work help woman legal protection work deserve hope world leader levelthe law,['news_&_social_concern'],[0 0 0 0 1 0],1185737182159540225,['news_&_social_concern'],news_&_social_concern
new long flight world land nearly hour air,['news_&_social_concern'],[0 0 0 0 1 0],1185765050302246912,['news_&_social_concern'],news_&_social_concern
drop college astro world series,['sports'],[0 0 0 0 0 1],1185766212896198657,['sports'],sports
play country record team play crowd mission provide entertainment destructive batsman world,['sports'],[0 0 0 0 0 1],1185766230734458882,['sports'],sports
wanna thank god fan deserve world series team work hard send team world series put man,['sports'],[0 0 0 0 0 1],1185794521780621313,['sports'],sports
news watch live astros coverage continue field houston advance world series,['sports'],[0 0 0 0 0 1],1185794740567937024,['sports'],sports
protest world violent clash hit chile hong kong lebanon barcelona,['news_&_social_concern'],[0 0 0 0 1 0],1185794794951458817,['news_&_social_concern'],news_&_social_concern
like astor like new england patriot baseball hope god win world series well sweep,['sports'],[0 0 0 0 0 1],1185795391041736704,['sports'],sports
epic image china beautiful landscape travellermajor star capture jordhammond connect people world black small square visit,['diaries_&_daily_life'],[0 1 0 0 0 0],1185796280305377280,['diaries_&_daily_life'],diaries_&_daily_life
time world television premiere mib international cool flix america,['film_tv_&_video'],[0 0 1 0 0 0],1185796351097032705,['film_tv_&_video'],film_tv_&_video
go great astros moment history president baseball op say walk home run game alcs send astro world series,['sports'],[0 0 0 0 0 1],1185796777686921217,['sports'],sports
icymi epic clubhouse celebration follow return world series,['sports'],[0 0 0 0 0 1],1185797389958955009,['sports'],sports
uncomfortable view usual typically measure insightful assessment go to world fire new,['film_tv_&_video'],[0 0 1 0 0 0],1185825450251165696,['film_tv_&_video'],film_tv_&_video
big shoutout bring nigeria world blessing king,['music'],[0 0 0 1 0 0],1185826328408477697,['music'],music
congrat trip world series want louis win baseball,['sports'],[0 0 0 0 0 1],1185826389141970944,['sports'],sports
try stanste world long passenger queue,['news_&_social_concern'],[0 0 0 0 1 0],1185827612033257472,['news_&_social_concern'],news_&_social_concern
valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai valimai big tag world,['film_tv_&_video'],[0 0 1 0 0 0],1185827989998559232,['film_tv_&_video'],film_tv_&_video
university foreigner perugia ambassador italian identity world official video italy italian italiano italy,['film_tv_&_video' 'news_&_social_concern'],[0 0 1 0 1 0],1185856432132034560,['film_tv_&_video' 'news_&_social_concern'],learning_&_educational
canning highway transform world long stage pa year perth festival celebrate wa link aussie rocker ac dc,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1185856619172655104,['celebrity_&_pop_culture' 'music'],music
look inspiration share story joy general practice new zealand world podcast series,['diaries_&_daily_life'],[0 1 0 0 0 0],1185856888459522048,['diaries_&_daily_life'],diaries_&_daily_life
think day world series break ground constructionist new stadium represent dc high level ship world series bind national history maker,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1185857071780155392,['news_&_social_concern' 'sports'],sports
local church god choose instrument change world individual,['diaries_&_daily_life'],[0 1 0 0 0 0],1185885606276141056,['diaries_&_daily_life'],diaries_&_daily_life
severe tropical storm monitor outside par pagasa report arwin,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1185886239876157441,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
hi chan see tweet want know stay world love care stay healthy love chan hug chan,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1185886306322112512,['celebrity_&_pop_culture'],celebrity_&_pop_culture
think lightly deeply world miyamoto musashi,['diaries_&_daily_life'],[0 1 0 0 0 0],1185887208605134848,['diaries_&_daily_life'],diaries_&_daily_life
play reynolds key world takemebacksunday afternoonke mrhotchocolate tweet raregroove,['music'],[0 0 0 1 0 0],1185887763087933447,['music'],music
action word require world leader solve kashmir issue stand kashmir return kashmiri child free kashmir end siege sanction india,['news_&_social_concern'],[0 0 0 0 1 0],1185888299220643840,['news_&_social_concern'],news_&_social_concern
common look people good world reason lord make lincoln abrahamlincoln abrahamlincolnquotes usa usapresident president,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1185888330359066624,['diaries_&_daily_life' 'news_&_social_concern'],diaries_&_daily_life
oh football sunday forgot go world series world series,['sports'],[0 0 0 0 0 1],1185917004080959488,['sports'],sports
park chanyeol handsome man world,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1185917193952739328,['celebrity_&_pop_culture'],celebrity_&_pop_culture
hi love tweet sec follow mean world hope have wonderful weekend angel,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1185918012253229056,['celebrity_&_pop_culture'],celebrity_&_pop_culture
sunday vibe play play button play button child world raypower abuja raypower nigeria abuja nigeria,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1185918129203011584,['celebrity_&_pop_culture' 'music'],music
world bed sunday night awe display dismantle perfect game munliv,['sports'],[0 0 0 0 0 1],1185918303803510789,['sports'],sports
excited nat play world series roger bernadina stadium suggest proof video,['sports'],[0 0 0 0 0 1],1185918500218519552,['sports'],sports
action word require world leader solve kashmir issue stand kashmir return kashmiri children council free kashmir sanction india boycott india,['news_&_social_concern'],[0 0 0 0 1 0],1185946858767540225,['news_&_social_concern'],news_&_social_concern
rule small minority change world,['news_&_social_concern'],[0 0 0 0 1 0],1185947087738986496,['news_&_social_concern'],news_&_social_concern
game day boy root saint raider today go to world detroitv everybody mean pride,['sports'],[0 0 0 0 0 1],1185947294820163585,['sports'],sports
good friend world madisen unbox halloween prom night vinyl know freak relate makeup turntable gift blue true spooky sister,['diaries_&_daily_life'],[0 1 0 0 0 0],1185947333651030018,['diaries_&_daily_life'],diaries_&_daily_life
anton lienert brown clearly good centre world people talk way farrell kerevi make mistake change game play world player year,['sports'],[0 0 0 0 0 1],1185947467914850304,['sports'],sports
love hong kong protestor correct win week ok lead world powerful woman speak truth yes woman space correct trump real time win joy,['celebrity_&_pop_culture' 'news_&_social_concern'],[1 0 0 0 1 0],1185947810782416898,['celebrity_&_pop_culture' 'news_&_social_concern'],news_&_social_concern
reduce greenhouse gas emission far slowly help ave bad effect global warming happen country adopt ambitious climate policy place world,['news_&_social_concern'],[0 0 0 0 1 0],1185948107814686723,['news_&_social_concern'],news_&_social_concern
speak arsenal midfielder today victory charlton step rehab play strong today look ahead massive match manchester city weekend,['sports'],[0 0 0 0 0 1],1185948459934900224,['sports'],sports
point watch bengal game catch dalton shot bound,['celebrity_&_pop_culture' 'sports'],[1 0 0 0 0 1],1185978966974386177,['celebrity_&_pop_culture' 'sports'],sports
guy need pic take pumpkin patch,['diaries_&_daily_life'],[0 1 0 0 0 0],1186008304855781377,['diaries_&_daily_life'],diaries_&_daily_life
think dalton know getting fire take dive bet bengal vegas,['sports'],[0 0 0 0 0 1],1186008570694963201,['sports'],sports
world influential woman offer tip effective leadership,['news_&_social_concern'],[0 0 0 0 1 0],1186008673585229824,['news_&_social_concern'],news_&_social_concern
excellent beautiful person great voice humble personality love existence world love stay mind official video joss stone,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1186008755059773440,['celebrity_&_pop_culture' 'music'],music
fowler sack ff tfl ramsey hold good wr world yard cover force fumble bortle boat thank,['sports'],[0 0 0 0 0 1],1186008890749718531,['sports'],sports
vote brain evil genius practice world,['news_&_social_concern'],[0 0 0 0 1 0],1186008896542068739,['news_&_social_concern'],news_&_social_concern
world know catalonia catalogne katalonien spanien spain espagne eu europa europe france,['news_&_social_concern'],[0 0 0 0 1 0],1186008974597992448,['news_&_social_concern'],news_&_social_concern
bengal tank andy dalton male sign tired waste day watch circus joke,['celebrity_&_pop_culture' 'sports'],[1 0 0 0 0 1],1186009145213931520,['celebrity_&_pop_culture' 'sports'],sports
wing fly goodnight peter pan love forever continue proud carry legacy good world miss cam cameron boyce,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1186038096481132544,['celebrity_&_pop_culture'],celebrity_&_pop_culture
hi good idol world feel good fearless safe comfortable happy thousand mile away thank happy follow happy,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1186038532479115264,['celebrity_&_pop_culture'],celebrity_&_pop_culture
think wayne barne great game today japan south africa game hope get referee world cup final world,['sports'],[0 0 0 0 0 1],1186038969060003841,['sports'],sports
barbra streisand share photo nancy pelosi killing trump creep ple need creep ple ugly creep ple world,['celebrity_&_pop_culture' 'news_&_social_concern'],[1 0 0 0 1 0],1186038974495649792,['celebrity_&_pop_culture' 'news_&_social_concern'],news_&_social_concern
ok question halloween costume wear open weekend,['diaries_&_daily_life'],[0 1 0 0 0 0],1186066954295152640,['diaries_&_daily_life'],diaries_&_daily_life
blazin track thank colt ram raven congrat double money bet eagle tonight,['sports'],[0 0 0 0 0 1],1186066979154616320,['sports'],sports
mr robot elliot fix world use computer,['celebrity_&_pop_culture'],[1 0 0 0 0 0],1186067074277347329,['celebrity_&_pop_culture'],celebrity_&_pop_culture
australia retirement system rate world rd well new repo melbourne global pension index read summary repo,['news_&_social_concern'],[0 0 0 0 1 0],1186067309426642944,['news_&_social_concern'],news_&_social_concern
look awesome angeles today ram good cover corner good dlineman amazing,['sports'],[0 0 0 0 0 1],1186067391878328320,['sports'],sports
mindful embrace embody mindfulness mean mindfulness aaa aware advance authentic nature lens look mindset operate way choose world,['diaries_&_daily_life'],[0 1 0 0 0 0],1186067655280775170,['diaries_&_daily_life'],diaries_&_daily_life
live mean freedom choice people world afford right forsake people grant vote tomorrow election canada election,['news_&_social_concern'],[0 0 0 0 1 0],1186067664176893952,['news_&_social_concern'],news_&_social_concern
mari elsa bruni adorable thing world snowflake frozen elsa disney frozenfana elsa fana artof maryam safdar mari,['film_tv_&_video'],[0 0 1 0 0 0],1186067994541285378,['film_tv_&_video'],film_tv_&_video
stafford position win fourth offensive pass interference thomas cost set down lion go fourth fourth playcall perfectly cover game pride skol nfl sunday nfc,['sports'],[0 0 0 0 0 1],1186068696202141696,['sports'],sports
operate assumption world go change dramatically fast soon take strange comfo late newsletter,['news_&_social_concern'],[0 0 0 0 1 0],1186069174122139649,['news_&_social_concern'],news_&_social_concern
dear hope hope smile lot today hope have wonderful day deserve good love light sparkle wait album tour mind follow mean world,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1186340811539210241,['celebrity_&_pop_culture' 'music'],music
add new album world spotify power,['music'],[0 0 0 1 0 0],1186488296454737920,['music'],music
combine pick yesterday large day game world series opening night nba join,['sports'],[0 0 0 0 0 1],1186673449223249921,['sports'],sports
hood speak say amazing little sister truly real homie amazing person frfr truly appreciate bout corn maze sunday yuuuuur,['diaries_&_daily_life'],[0 1 0 0 0 0],1186702846336610305,['diaries_&_daily_life'],diaries_&_daily_life
go go go song record american recording artist phillip phillip debut album world moon release february interscope record second single album,['music'],[0 0 0 1 0 0],1187003770909134848,['music'],music
opinion china doesn want subjugate nba want world news,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1187004578409172992,['news_&_social_concern' 'sports'],news_&_social_concern
know world series nba season start lead golf tournament right goat,['sports'],[0 0 0 0 0 1],1187213996291575808,['sports'],sports
red heart red heart dear hope have wonderful day deserve good love light sparkle wait album tour mind follow mean world red heart red heart red heart red heart red heart red heart red heart,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1187337140256067585,['celebrity_&_pop_culture' 'music'],music
deep meaning lip seagull feel story life bird poke head stopitnow hit boulder get old notfun like groove boogie perk showyousomedancemove,['music'],[0 0 0 1 0 0],1188273663268794368,['music'],music
pre save new album tomarrows promise spotify power,['music'],[0 0 0 1 0 0],1188300307656142849,['music'],music
matt araiza field goal give lead unlv remain half araiza field goal season big play scoring drive sideline catch wr kobe smith,['sports'],[0 0 0 0 0 1],1188301352297889792,['sports'],sports
like new song lie,['music'],[0 0 0 1 0 0],1188301523987492865,['music'],music
story start like pmln relief pppp pppp relief pmln pmln relief ppp ppp relief pmln pti relief pmln pti relief ppp poor audience,['music'],[0 0 0 1 0 0],1188302142576181250,['music'],music
dear stop play fox news free weight area long beach gym evening see tuckercarlson lauraingram hannity horrific bloody long beach ff knowyourmarket,['news_&_social_concern'],[0 0 0 0 1 0],1188303479690813441,['news_&_social_concern'],news_&_social_concern
pre save new album moment time vol spotify power,['music'],[0 0 0 1 0 0],1188304077819658246,['music'],music
call time tonight repo fire bridge probably end tragically report feel like good citizen overthinke call hope guy able care fire,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1188331057340391426,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
flame fire team winless round board wnbl today uni check mark townsville host melbourne pm aest tune,['sports'],[0 0 0 0 0 1],1188332086907695104,['sports'],sports
pm today story reverberate country story cleanliness person family village want tell experience cleanliness effort movement cleanliness drive cr indians mann ki baat,['news_&_social_concern'],[0 0 0 0 1 0],1188333007175684096,['news_&_social_concern'],news_&_social_concern
pre save new album flammagepack spotify power,['music'],[0 0 0 1 0 0],1188333277863731200,['music'],music
add new album easy ep spotify power,['music'],[0 0 0 1 0 0],1188360874572107776,['music'],music
oooh story wonder na sobrang iba yung tune nya haha ang galiie actually fave song hehe guy,['music'],[0 0 0 1 0 0],1188361451729063936,['music'],music
big shoutout tonight duck hope live autzen experience live hype tonight eugene portland tomorrow love especially make killer trip,['sports'],[0 0 0 0 0 1],1188364201548341248,['sports'],sports
release new song friday call projector fricke amazing listen right go release new album haven hype time music sooo goop tbh,['music'],[0 0 0 1 0 0],1188424440335474688,['music'],music
people single handedly turn million evil worship ignorance maybe send earth road amigo hell,['news_&_social_concern'],[0 0 0 0 1 0],1188453707274436608,['news_&_social_concern'],news_&_social_concern
obsess oil worried go sharpie map prove alberta pa montana wall,['news_&_social_concern'],[0 0 0 0 1 0],1188454805255196672,['news_&_social_concern'],news_&_social_concern
wincanton race dolphin square easy double money gamble responsibly,['sports'],[0 0 0 0 0 1],1188454879104253953,['sports'],sports
check new album jahnoi production volume distribute live tidal,['music'],[0 0 0 1 0 0],1188483126747635712,['music'],music
sylvan ave open today oct stop,['news_&_social_concern'],[0 0 0 0 1 0],1188483416590864386,['news_&_social_concern'],news_&_social_concern
check new album storm soldier distribute live spotify,['music'],[0 0 0 1 0 0],1188483517707104257,['music'],music
binge watch night morning write wait season,['film_tv_&_video'],[0 0 1 0 0 0],1188483848742547462,['film_tv_&_video'],film_tv_&_video
real talk struggle move germany happy step ring dream far away time hard work good decision life,['diaries_&_daily_life'],[0 1 0 0 0 0],1188484559089913856,['diaries_&_daily_life'],diaries_&_daily_life
thursday see stoke sugarmill look forward ve hear new album remarkable stokie,['music'],[0 0 0 1 0 0],1188545451852734466,['music'],music
cody parkey hit field goal btw cc,['sports'],[0 0 0 0 0 1],1188545513924284417,['sports'],sports
omg angeles win high voltage high voltage high voltage miss field goal,['sports'],[0 0 0 0 0 1],1188545693431894016,['sports'],sports
angeles finally escape close game win bear miss field goal closing second maybe turn season charger bolt,['sports'],[0 0 0 0 0 1],1188545767931166721,['sports'],sports
fake ai tell new album tired,['music'],[0 0 0 1 0 0],1188574560351916033,['music'],music
see tonight mercury lounge extra ticket dm interested note surround folk assistive device tonight look gorgeous absolute blessing,['music'],[0 0 0 1 0 0],1188574799074861056,['music'],music
stream jesus king tomorrow tonight new album cry loveet,['music'],[0 0 0 1 0 0],1188575071331409920,['music'],music
joe flacco get field goal range tough offense punt ball times,['sports'],[0 0 0 0 0 1],1188575907717550081,['sports'],sports
weekend fuss fight adjust basically watch basically channel vs easy choice hopefully channel fix transmitter sun prairie exactly bfe,['film_tv_&_video'],[0 0 1 0 0 0],1188604746573238272,['film_tv_&_video'],film_tv_&_video
fred warner solid performance ers huge win finish team lead tackle,['sports'],[0 0 0 0 0 1],1188605579603791872,['sports'],sports
gig fire alarm literally go guitar solo super bike,['music'],[0 0 0 1 0 0],1188636133833478144,['music'],music
completely lose head yesterday game fire alive inside game football don know squeeze yesterday aside quality football yesterday unbelievable boy,['sports'],[0 0 0 0 0 1],1188726633945018368,['sports'],sports
fire freddie bandwagon need let todd monken play freddie need focus hold man accountable right ship late agree let thought comment,['celebrity_&_pop_culture' 'news_&_social_concern' 'sports'],[1 0 0 0 1 1],1188817472494940161,['celebrity_&_pop_culture' 'news_&_social_concern' 'sports'],sports
good job morning keep evacuate know evacuate dark night good able plane sky deal fire getty fire,['news_&_social_concern'],[0 0 0 0 1 0],1188847101087666176,['news_&_social_concern'],news_&_social_concern
dear lord people day ve play baseball ve cover bhagdadi thing pray fire fighter badass analysis pg howell opinion thank,['news_&_social_concern' 'sports'],[0 0 0 0 1 1],1188908054730821632,['news_&_social_concern' 'sports'],news_&_social_concern
ngl need time champ arena frustrating thing fillle braindead player extra week,['sports'],[0 0 0 0 0 1],1188936672035119105,['sports'],sports
netflix add gas fire,['film_tv_&_video'],[0 0 1 0 0 0],1188937712646131713,['film_tv_&_video'],film_tv_&_video
think wear laker think fish sorry lonzo,['sports'],[0 0 0 0 0 1],1189056286073053186,['sports'],sports
listen radio news doubt fire service blame grenfell shameful,['news_&_social_concern'],[0 0 0 0 1 0],1189117185920294914,['news_&_social_concern'],news_&_social_concern
happy work spare employee safe look visit soon fire respect onelove,['celebrity_&_pop_culture' 'news_&_social_concern'],[1 0 0 0 1 0],1189178145829617664,['celebrity_&_pop_culture' 'news_&_social_concern'],news_&_social_concern
wonder song get perform award show heart suit probably eclipse song new album title get mamavote jb mark jackson jinyoung youngjae bambam yugyoem,['celebrity_&_pop_culture' 'music'],[1 0 0 1 0 0],1189179630760218631,['celebrity_&_pop_culture' 'music'],music
clip city join talk week trend clipper kawhi leonard ceiling season subscribe tune,['music' 'sports'],[0 0 0 1 0 1],1189179861107204097,['music' 'sports'],sports
excited watch ja laker analog tonight,['sports'],[0 0 0 0 0 1],1189208446668660736,['sports'],sports
new album like break baby hea tho unlessimwith,['music'],[0 0 0 1 0 0],1189238971706023938,['music'],music
see headline headline think beautiful witness fire new believer tell world psalm jeremiah,['news_&_social_concern'],[0 0 0 0 1 0],1189298445418487808,['news_&_social_concern'],news_&_social_concern
backup generator work data information store safe power outage julian hall expect continue repair thursday,['news_&_social_concern'],[0 0 0 0 1 0],1189330533735641088,['news_&_social_concern'],news_&_social_concern
sit tonight orgozoa personal issue guild manage kill carry fire shoe place,['news_&_social_concern'],[0 0 0 0 1 0],1189389201860648960,['news_&_social_concern'],news_&_social_concern
kimball volleyball head second round playoff halloween night pm location tbd depend tonight game nevada union liberty ranch power outage status gojag issafamily,['sports'],[0 0 0 0 0 1],1189391327647031297,['sports'],sports
late fire climate media daily thank climate undercoalition kincadefire,['news_&_social_concern'],[0 0 0 0 1 0],1189417479606603776,['news_&_social_concern'],news_&_social_concern
public services easy target medium lfb build tower block sta fire follow recommend good practice intimately involve loss life besmirch make mistake desperate rapidly change emergency ott response news,['news_&_social_concern'],[0 0 0 0 1 0],1189448565703225346,['news_&_social_concern'],news_&_social_concern
power outage course clubhouse facility close remainder day,['news_&_social_concern'],[0 0 0 0 1 0],1189571705175334914,['news_&_social_concern'],news_&_social_concern
victim purse snatching wife travel train grp rpf train pick goyal,['diaries_&_daily_life' 'news_&_social_concern'],[0 1 0 0 1 0],1189690870359965696,['diaries_&_daily_life' 'news_&_social_concern'],news_&_social_concern
fire burn south fwy whittier narrow cause huge distraction eastbound drive totally crawl east la rosemead blvd heavy fire santa anita durfee avenue knx traffic,['news_&_social_concern'],[0 0 0 0 1 0],1189691439422140416,['news_&_social_concern'],news_&_social_concern
east oahu hpd man traffic light kalanianaole hwy keahole hawaii kai dr kawaiahae kuliouou treat light come way stop work power outage hitraffic,['news_&_social_concern'],[0 0 0 0 1 0],1189723214022238208,['news_&_social_concern'],news_&_social_concern
skip line purchase ticket friday senior night game adult senior citizen enter pass gate purchase online,['sports'],[0 0 0 0 0 1],1189902956210069506,['sports'],sports
somebody tell jacketless clueless jim whistleblower identity moot point stage game pull fire alarm half dozen people corroborate start fire wake smell smocking gun,['news_&_social_concern'],[0 0 0 0 1 0],1189903119209160705,['news_&_social_concern'],news_&_social_concern
fire tone know christmas feed world offici share share,['music'],[0 0 0 1 0 0],1189933701028814849,['music'],music
