text,label_name,label
united states congress save american wine job sign petition,['business_&_entrepreneurs' 'news_&_social_concern'],[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
note bay good running game sign draft rb offseason congrat titans fan make far,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
situation middle east muddy investor favourite indicator yield curve tell expect,['business_&_entrepreneurs' 'news_&_social_concern'],[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
exclusive secret yacht summit realign middle east east,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
shady bad pre history illegal turn military mercenary army saudi bank resign rep justin amash blast trump sell american troop saudi,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
listen rey girl oakland urban alliance ent united states indie sound newmusic nowplaying indiesound,['arts_&_culture' 'music'],[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
putin say nord stream gas pipeline europe complete end year quarter wall street,['business_&_entrepreneurs' 'news_&_social_concern'],[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
bruce reidel meeting sultan qaboo year remember oman sultan qaboo critical interlocutor middle east brooking,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
wake titans beat break raven wow know extremely happy girl congrat bring good vibe tiger monday night,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
thread yate clear trump openly flaunt operate military mercenary force hrice tag life american soldier know trump forget obscenely,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
try small pa huge effo help affect continuous earthquake puerto rico sponsor like recognize pa relief,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
puerto rico hit earthquake follow day powerful quake,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
candidate run president united states don want know look sunday morning sunday thought andrew yang,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
remember derrick henry declare draft say tall good run slow,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
direct flight kc saturday sell reason root texans say haven kc future farmer america convention glad thrive breed beef cattle,['sports' 'travel_&_adventure'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
francisco seed people doubt dominate viking advance host nfc championship wake today great titans suddenly smh male sign allgasnobrake faithful,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
wonder economic guest appear morning fail mention long dependent oil middle east bc producer oil frustrating,['business_&_entrepreneurs' 'news_&_social_concern'],[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
dear cheer city victory today want super bowl texans titan thank,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
glad thing work dolphin fan hop titans train titan dolphin dolphin finsup,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
new abc news ipsos poll total democrat republicans concerned somewhat concerned possibility enter war middle east,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
iran late gen soleimani cultivate shiite militia base model hezbollah fill power vacuum syria lebanon iraq yemen write middle east expe wall street,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
good resource share lawyer persian farsi version know right handbook deal law enforcement,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
speak jearlyn steele talk talk book signature wound untold story military mental health crisis tonight pm sure tune,['fitness_&_health' 'news_&_social_concern'],[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0]
texans head second quarter go locker room chief lead team difference course entire game half nfl nfl playoff ho uvs kc texans chief kingdom,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
hotel riversid cheer texans way salty cardinal fan want watson watson bust draft texans clemson clemson fb cfp ls uvs clem,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
texans team nfl history point quarter trail halftime ho uvs kc,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
public want war iran senate reaffirm iran,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
president united states say citizen live puerto rico smh unbelievable,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
right eff take new meaning light recent event middle east hope play live tuesday san jose,['music' 'news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0]
se avs gb td pass devante adam give bay lead leave quarter green bay nfl playoff,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
vote primary win wisconsin time vote primary november win presidency united states joy,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
military provocation continue unabated preparation war iran threaten engulf entire middle east planet intensify,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
omg afc divisional game way composure city quarter win outstanding football record believe way guy,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
good discussion development middle east turkish foreign minister cavusoglu today,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
impotus impeach president donald trump history book couldn fitting legacy corrupt president history united states,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
cowboy mike mc carthy texans need new coach hope texans fire bill brien bo suck,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
need bad boy life huh,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
congratulation awesome fight round,['fitness_&_health' 'sports'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]
cowboy ml fight tonight,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
love like wind feel nicholas spark push award maharrrrs fumiya sankai,['relationships'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
watch chuck terry etim round rigor mortis set half way knockout ufc,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
mma vs link ufc mc gregor vs cowboy live stream free date saturday january mc gregor cerrone ufc cerrone mc gregor mma box live stream free online fighting,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
finally watch aaron hernandez documentary,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
ufc fight submit train look like norm,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
example boston bad journalism stupidity aaron hernandez documentary netflix,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
notorious mc check mark iron cowboy check mark cheer check mark killer inside aaron hernandez check mark athlete docu kick watch thank,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
join rip sin city night bring live coverage mc mc gregor vs cowboy ufc live fight update result,['film_tv_&_video' 'fitness_&_health' 'sports'],[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0]
fall grace phenomenal amazing job,['celebrity_&_pop_culture' 'film_tv_&_video' 'relationships'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0]
king mc knock cowboy second wow ufc thenotoriousmma,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
need watch pa series aaron hernandez feel like question end,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
sign conor vs allllllll day get irish dragon elbow,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
pat lose round mahome go run conor mc gregor treat,['fitness_&_health' 'sports'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]
tale mystery imagination rare arrest illustration edgar allan poe sho story irish stain glass book artist harry clarke,['arts_&_culture' 'diaries_&_daily_life'],[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
new song kick round rev team video hey singe background check,['celebrity_&_pop_culture' 'music'],[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
sinner rightly shouldn compare previous nextgen winner article state harris round opponent incorrect list play purcell website,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
avn week hasn start lifestyle couple town mc gregor fight ask bbc tonight wya bro,['celebrity_&_pop_culture' 'fashion_&_style' 'film_tv_&_video' 'sports'],[0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0]
netflix aaron hernandez documentary finally talk sexuality,['celebrity_&_pop_culture' 'film_tv_&_video'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
bad boy life good wanna,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
conor mc gregor stop donald cerrone head kick punch second round ufc las vegas associated,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
french island cfa believe saturday blaze start lightning strike wednesday probably smoulder day wind swing east climateemergency,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
people jump mc bandwagon one slag get beat suppo defeat suppo victorious champ mc gregor cowboy ufc,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
world pay million watch connor mcgregor fight peacock real fighter lady driller dance thriller keyboard twitter killer steeeeevveee steeeeeel,['celebrity_&_pop_culture' 'sports'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
love football hard love watching aaron hernandez doc make feel complicit,['celebrity_&_pop_culture' 'film_tv_&_video' 'sports'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
lmao question fall grace,['celebrity_&_pop_culture' 'film_tv_&_video'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
try record video fight tonight halfway buddy leave step place go pretty video afternoon,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
totally freak work ufc fight night see tv idea see lot people,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
biblical lament expression anguish wrecked state world way cry debris death disease injustice oppression scale mound howl wind long lord surprise paradox,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
true crime doco need watch killer inside mind aaron hernandez incredible go netflix see,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
rock screen begin bad boy life come officially start wednesday,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
theory fall grace target audience like movie like wait,['celebrity_&_pop_culture' 'film_tv_&_video'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
send lot luck girl new zealand round nation cup dousproud hertssquad,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
bad boy life good dolittle dud box office,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
match day live liverpool vs man united soccer ball come go to good time irish corner limit,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
ufc conor mc gregor knock cowboy round york post,['news_&_social_concern' 'sports'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0]
gig horizon queestreetbrewhouse ithelusionist iron duke free entry bloodstockopenair metalthemasse hitchin metal masse round come metal metalessex bloodstock,['music'],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
australia fire cause bad forestry arson global warming,['news_&_social_concern' 'science_&_technology'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0]
fall asleep wake find mc defeat cowboy doubt ufc,['celebrity_&_pop_culture' 'sports'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
live est scandal aaron hernandez doc est est conference championship pick tune,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
fall grace think bomb af disappoint,['celebrity_&_pop_culture' 'film_tv_&_video'],[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
new album people don think mumble rap love year old fax,['celebrity_&_pop_culture' 'music'],[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
soooo official drop point game new album,['celebrity_&_pop_culture' 'music'],[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
go break round match rafael nadal quarter bracket good bet tennis dfs lineup able caleb australianopen atp tennis dfs,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
final score tice south africa win sta olympc year irish woman,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
bad boy life gross estimated weekend represent nd large january debut time weekend estimate bad boy life bad boy box office,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
bad boy life win box office huge holiday weekend bad boy life badboy,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
like rugby beat pretty irish team year,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
box office bad boy life zoom dolittle bomb hollywood,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
irish assassin man machine mc ufc,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
absolutely love mc see humble amazing cowboy amazing post fight interview,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
bad boy life great worldwide dolittle dud global box office update,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
check add closet poshmark free people catch wind ski size nwt shopmycloset,['diaries_&_daily_life' 'fashion_&_style'],[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
bad boy life take offshore bow race global jumanji level up game past ww international box office,['arts_&_culture' 'business_&_entrepreneurs' 'film_tv_&_video'],[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
fall grace edge bed end definitely good watch,"['arts_&_culture' 'celebrity_&_pop_culture' 'diaries_&_daily_life'
 'film_tv_&_video']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
film money bad boy life take offshore bow race global jumanji level up game past ww international box office,['arts_&_culture' 'business_&_entrepreneurs' 'film_tv_&_video'],[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
dumb think album drop not go decent fire,['arts_&_culture' 'celebrity_&_pop_culture' 'diaries_&_daily_life' 'music'],[1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
uk watch probably good film see genius fall grace incredible recommend watch fall grace,"['arts_&_culture' 'celebrity_&_pop_culture' 'diaries_&_daily_life'
 'film_tv_&_video']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
game decade bruins stun maple leafs game round,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
write plan week write sho story jarka secondary character wind reader central character sequel wysman come find sho story hard write let thing write community,['arts_&_culture' 'diaries_&_daily_life'],[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
box office bad boy life cross million worldwide,['arts_&_culture' 'business_&_entrepreneurs' 'film_tv_&_video'],[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
aaron hernandez documentary insane gear antonio brown law order episode drop year aaron hernadez,"['celebrity_&_pop_culture' 'diaries_&_daily_life' 'film_tv_&_video'
 'sports']",[0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
fall grace netflix soooo good deliver good film,"['arts_&_culture' 'celebrity_&_pop_culture' 'diaries_&_daily_life'
 'film_tv_&_video']",[1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
great netflix film suggestion irish time bit disappointed breathe normally wasn mention twilight,['arts_&_culture' 'diaries_&_daily_life' 'film_tv_&_video'],[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
great end round racing time recover thank rupholde fun wc drink ortnerhof,['diaries_&_daily_life' 'sports'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
great job team aaron hernandez documentary fascinating,['arts_&_culture' 'diaries_&_daily_life' 'film_tv_&_video' 'sports'],[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
np radio blue wednesday ft magnus klausen wind,['arts_&_culture' 'music'],[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
bad boy life expect cross million mark holiday weekend gemini man film film bad boy life,"['arts_&_culture' 'business_&_entrepreneurs' 'celebrity_&_pop_culture'
 'film_tv_&_video']",[1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
fall grace wow def makin perfect,['arts_&_culture' 'diaries_&_daily_life' 'film_tv_&_video'],[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
irish win big trotwood final score finish point dominant second half,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
round pick mahome,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
akron svsm trotwood madison final malaki branham irish ramar pryor marcus johnson chip sammy anderson lead ram,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
fall grace listen,['arts_&_culture' 'celebrity_&_pop_culture' 'film_tv_&_video'],[1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
say watch aaron hernandez documentary netflix check wow pretty good,['diaries_&_daily_life' 'film_tv_&_video' 'sports'],[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
talk mc gregor fight dad brody dad easily second corn head fall face knock guess wrong,['diaries_&_daily_life' 'family' 'sports'],[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
day release album day global warming end,['arts_&_culture' 'celebrity_&_pop_culture' 'music'],[1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
bad boy life win box office beat expectation huge holiday weekend tv,['arts_&_culture' 'business_&_entrepreneurs' 'film_tv_&_video'],[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
tyler perry movie fall grace ya scary af single thank,['arts_&_culture' 'diaries_&_daily_life' 'film_tv_&_video'],[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
pollard look like warne prime pa time medium pacer destroy irish batting card,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
watch boy harness wind watch movie perfect,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
bad boy life open,['arts_&_culture' 'business_&_entrepreneurs' 'film_tv_&_video'],[1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
bad boy life great freakin movie love minute hour ending go leave like spinoff movie work,['arts_&_culture' 'diaries_&_daily_life' 'film_tv_&_video'],[1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
aaron hernandez documentary reportedly blindsided odin lloyd family,['film_tv_&_video' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
disturbing video surface ex nba player delonte west beat street dc new aaron hernandez documentary make life hard family odin lloyd listen dirt repo,['news_&_social_concern' 'sports'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0]
bad boy life decent movie well promise future great shocking end shout hope enjoy movie,['arts_&_culture' 'film_tv_&_video'],[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
aaron hernandez documentary blindside piss odin lloyd,['film_tv_&_video' 'news_&_social_concern' 'sports'],[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0]
late start idk late let base protect build cross sword live mixer streamer day day survival gamer small streamer connect discord moto family garage,['diaries_&_daily_life' 'gaming'],[0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
wind reel havoc nflprobowl skill competition espnnfl watch movement ball drop bucket pro bowl,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
check new episode tackle reality wrestling reality podcast talk antonio brown aaron hernandez tom brady talk weekend conference championship game preview super bowl,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
score update birdville azle finish round strong start hawk nation family inside high school,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
inside politic housing special coincide series irish time talk problem policy politic housing,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
recently know sad time immortal hero crl na champion crl asia chaos isn crl player anymore wish good luck hope crl player,['celebrity_&_pop_culture' 'gaming' 'sports'],[0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0]
denver teampete fox news town hall tomorrow night pm cap city tavern follow link sign team pete tag folk need link,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
padma award congratulation winner deserve understand despite strong role award far truly deserve raj,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
truth rumor kate middleton refuse hold archie meghan markle life hell international business time reason luve diana bc hold ppl sick,['celebrity_&_pop_culture'],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
sign international sel day march sign today showcase promote advocate suppo sel community sel day,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
great night fight straight wild performance,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
rat chinese zodiac likely china morning post chinese zodiac need know year rat,['news_&_social_concern' 'other_hobbies'],[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
awesome pic awesome milk stout sweet peanut butter hint maple syrup drink money move southern grist brew co nations taproom,['diaries_&_daily_life' 'food_&_dining'],[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
diba year rat bakit dog haha want lucky ward,['diaries_&_daily_life' 'other_hobbies'],[0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
new episode lady angler interested fishing rifle,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
sad hear leila janah pass away yo fond memory meeting april youssef faury et al,['celebrity_&_pop_culture' 'diaries_&_daily_life'],[0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
huge shoutout make good kh guide internet flantastic guide ultima weapon guide contain guide dread sledding minigame guide synth location take forever,['gaming'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
happy lunar new year vishia pregame lmno character pomona represent family lostpital mex dannu dj rhettmatic love family,['diaries_&_daily_life'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
watch new episode left hand path se runaway marvel tv mcu,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
new episode giv available listen like comment follow follow givnation sport talk,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
chinese new year rat hmmm today sunday marylebone day la ratte come celebrate,['diaries_&_daily_life'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
feel sad sana bear fighter sana,['diaries_&_daily_life' 'sports'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
promo code uber code manalaui hungry order uber eat code eat manalaui door dash sign link,['business_&_entrepreneurs' 'food_&_dining'],[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
want win amazon gift card need help share link sign win,['business_&_entrepreneurs'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
check list mercari tap link sign hobby hobbylobby mercari print print frame decor homedecor resale,['business_&_entrepreneurs'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
hero asim don understand everytime asim sorry shukla paras zariwalla respect caller week call clear shukla co accident don think stop target asim,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
peanut butter falcoln comedy sweet unique main star point bright future disabled inclusivity film review,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
maybe not like guy treat thankyou bring great night thank terima kasih efrom myi cs,['other_hobbies'],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
great night mm tabletop super fun thank raid suppo dyl guy rock,['gaming'],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
finish new episode rwby rwb yspoiler kill clover like moment show screen total badass favorite character season mean,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
matrix keanu reeve apparently film bay area extras need bout sign help neo save world,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
article nosql good practice internet nosql sanfrancisco,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
money deliver maybe use link sign deliver term apply,['business_&_entrepreneurs'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
garden room standard design image internet inspire sta design gardenroom design unique modern gardenoffice,['fashion_&_style'],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
happy chinese new year rat year prosperous abundant successful photo take swipe leave lapis lazuli pendant italy lapis lazuli,['diaries_&_daily_life'],[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
rev dr donald caskie protestation rise fascism year ago reverberate scot kirk paris weekend,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
ready fall love boxing sign introductory special february month incl glove wrap month incl glove wrap month incl glove,['sports'],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
ve earn bitcoin major retailer shop lightning network get satoshis free bitcoin sign invite link purchase,['business_&_entrepreneurs'],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
don understand didn play grow harry potter end deathly hallow pt write grow hp adventure finally element jo hp,['film_tv_&_video'],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
week druridge bay nd junior run sunday th sign run,['fitness_&_health' 'sports'],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0]
see tweet chinese year rat wear face mask virus tweet show massive lack empathy come cabinet member obscene hope issue ban,['fitness_&_health' 'news_&_social_concern'],[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0]
year coronavirus year rat mean celebrate,['news_&_social_concern'],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
